E0360536004E8290                                  

Time(s)                  Temperature(C)           
135.02599999999802       30.171000000000014       
135.58600000000297       30.171000000000014       
136.40600000000268       30.171000000000014       
137.00600000000122       30.171000000000014       
138.2960000000021        30.171000000000014       
139.01600000000326       30.171000000000014       
139.55600000000413       30.171000000000014       
141.40600000000268       30.171000000000014       
141.99700000000303       30.509000000000007       
142.72699999999895       30.171000000000014       
143.3570000000036        30.509000000000007       
143.92700000000332       29.833000000000006       
144.47699999999895       30.171000000000014       
145.13700000000244       30.509000000000007       
146.09700000000157       30.171000000000014       
147.50700000000506       30.509000000000007       
148.1270000000004        30.171000000000014       
148.7170000000042        30.509000000000007       
149.38700000000244       30.509000000000007       
149.987000000001         30.171000000000014       
150.66700000000128       30.171000000000014       
151.32800000000134       30.171000000000014       
151.8680000000022        30.509000000000007       
152.82800000000134       30.171000000000014       
153.4780000000028        30.509000000000007       
154.25800000000163       30.171000000000014       
154.89800000000105       30.171000000000014       
155.65800000000309       30.171000000000014       
156.53800000000047       30.509000000000007       
157.07800000000134       30.171000000000014       
158.53800000000047       30.171000000000014       
159.16800000000512       30.171000000000014       
159.76800000000367       30.171000000000014       
160.57900000000518       30.509000000000007       
161.27900000000227       30.171000000000014       
161.7890000000043        30.171000000000014       
162.27900000000227       30.509000000000007       
163.0390000000043        30.509000000000007       
163.79899999999907       30.509000000000007       
164.3990000000049        30.509000000000007       
165.07900000000518       30.509000000000007       
167.58899999999994       30.509000000000007       
168.3990000000049        30.509000000000007       
169.1600000000035        30.171000000000014       
169.86000000000058       30.509000000000007       
171.04000000000087       30.171000000000014       
171.86000000000058       30.509000000000007       
172.59000000000378       30.509000000000007       
173.2300000000032        30.509000000000007       
174.75                   30.509000000000007       
176.26000000000204       30.509000000000007       
177.08000000000175       30.509000000000007       
177.7300000000032        30.509000000000007       
178.38000000000466       30.509000000000007       
179.87099999999919       30.171000000000014       
180.7609999999986        30.509000000000007       
181.45100000000093       30.509000000000007       
182.3510000000024        30.171000000000014       
182.96100000000297       30.509000000000007       
183.5809999999983        30.171000000000014       
184.16100000000006       30.509000000000007       
184.80099999999948       30.509000000000007       
185.40099999999802       30.509000000000007       
186.14100000000326       30.509000000000007       
186.7609999999986        30.171000000000014       
188.0109999999986        30.509000000000007       
188.61100000000442       30.509000000000007       
189.18100000000413       30.509000000000007       
190.32200000000012       30.171000000000014       
190.89199999999983       30.509000000000007       
191.40200000000186       30.509000000000007       
191.94200000000274       30.509000000000007       
192.54200000000128       30.171000000000014       
193.1620000000039        30.171000000000014       
193.95200000000477       30.509000000000007       
194.7320000000036        30.171000000000014       
196.79200000000128       30.509000000000007       
198.02200000000448       30.171000000000014       
198.80299999999988       30.171000000000014       
199.53300000000309       30.171000000000014       
200.1229999999996        30.509000000000007       
201.29300000000512       30.171000000000014       
201.89300000000367       30.171000000000014       
202.54300000000512       30.509000000000007       
203.15299999999843       30.171000000000014       
203.73300000000017       30.509000000000007       
204.48300000000017       30.171000000000014       
205.18300000000454       30.509000000000007       
205.68300000000454       30.509000000000007       
206.40400000000227       30.171000000000014       
207.65400000000227       30.509000000000007       
208.26400000000285       30.509000000000007       
208.90400000000227       30.509000000000007       
209.47400000000198       30.171000000000014       
210.1640000000043        30.171000000000014       
210.7740000000049        30.171000000000014       
211.47400000000198       30.171000000000014       
212.47400000000198       30.171000000000014       
213.08400000000256       30.509000000000007       
213.67399999999907       30.171000000000014       
214.42399999999907       30.171000000000014       
216.56500000000233       30.509000000000007       
217.16500000000087       30.509000000000007       
217.74500000000262       30.171000000000014       
218.39500000000407       30.509000000000007       
219.08499999999913       30.509000000000007       
220.8050000000003        30.509000000000007       
221.48500000000058       30.171000000000014       
222.76499999999942       30.509000000000007       
223.40499999999884       30.509000000000007       
224.00500000000466       30.171000000000014       
224.61500000000524       30.171000000000014       
225.27599999999802       30.171000000000014       
225.9559999999983        30.509000000000007       
226.58600000000297       30.171000000000014       
227.2059999999983        30.171000000000014       
228.60599999999977       30.171000000000014       
229.28600000000006       30.509000000000007       
230.0460000000021        30.171000000000014       
230.66600000000471       30.509000000000007       
231.99599999999919       30.171000000000014       
232.97699999999895       30.171000000000014       
233.69700000000012       30.171000000000014       
234.59700000000157       30.509000000000007       
235.31700000000274       30.509000000000007       
236.237000000001         30.509000000000007       
237.89700000000448       30.171000000000014       
238.59700000000157       30.509000000000007       
239.98800000000483       30.509000000000007       
240.95799999999872       30.171000000000014       
241.4979999999996        30.171000000000014       
242.08800000000338       30.171000000000014       
242.66800000000512       30.509000000000007       
244.9979999999996        30.509000000000007       
245.75800000000163       30.171000000000014       
246.2479999999996        30.171000000000014       
247.09900000000198       30.509000000000007       
247.79899999999907       30.509000000000007       
248.4389999999985        30.171000000000014       
249.3090000000011        30.171000000000014       
249.94900000000052       30.171000000000014       
251.6690000000017        30.509000000000007       
252.29899999999907       30.509000000000007       
254.11899999999878       30.171000000000014       
254.90899999999965       30.171000000000014       
255.487000000001         30.171000000000014       
256.6620000000039        30.171000000000014       
257.25700000000506       30.171000000000014       
257.8570000000036        30.171000000000014       
259.4180000000051        30.171000000000014       
260.7520000000004        30.171000000000014       
261.33200000000215       30.509000000000007       
261.9120000000039        30.171000000000014       
262.53199999999924       30.171000000000014       
263.2920000000013        30.171000000000014       
263.9230000000025        30.509000000000007       
264.70300000000134       30.171000000000014       
265.25300000000425       30.509000000000007       
267.8329999999987        30.509000000000007       
268.5330000000031        30.509000000000007       
269.5330000000031        30.171000000000014       
270.1929999999993        30.509000000000007       
270.89300000000367       30.171000000000014       
271.9830000000002        30.509000000000007       
272.7430000000022        30.171000000000014       
273.3839999999982        30.171000000000014       
274.14400000000023       30.171000000000014       
274.7740000000049        30.509000000000007       
275.3640000000014        30.509000000000007       
275.9939999999988        30.171000000000014       
276.5940000000046        30.509000000000007       
277.1640000000043        30.171000000000014       
278.1339999999982        30.509000000000007       
279.1140000000014        30.509000000000007       
280.01400000000285       30.509000000000007       
                                                  
