E0360536004E8290                                  

Time(s)                  Temperature(C)           
0.6200000000026193       29.833000000000006       
1.139999999999418        29.833000000000006       
1.5900000000037835       30.171000000000014       
2.0900000000037835       29.833000000000006       
3.6810000000041327       30.171000000000014       
4.150999999998021        29.833000000000006       
4.650999999998021        29.833000000000006       
5.131000000001222        29.833000000000006       
5.681000000004133        29.833000000000006       
6.131000000001222        29.833000000000006       
7.041000000004715        29.833000000000006       
7.491000000001804        29.833000000000006       
7.971000000005006        29.833000000000006       
8.411000000000058        29.833000000000006       
8.861000000004424        29.833000000000006       
9.311000000001513        29.833000000000006       
9.791000000004715        29.833000000000006       
10.27100000000064        29.833000000000006       
11.681000000004133       29.833000000000006       
12.842000000004191       29.833000000000006       
13.342000000004191       29.833000000000006       
13.882000000005064       30.171000000000014       
14.36200000000099        29.833000000000006       
15.06199999999808        29.833000000000006       
15.762000000002445       30.171000000000014       
16.402000000001863       30.171000000000014       
17.06199999999808        29.833000000000006       
17.632000000005064       30.171000000000014       
18.86200000000099        30.171000000000014       
19.502000000000407       30.171000000000014       
20.22200000000157        29.833000000000006       
21.543000000005122       30.171000000000014       
22.103000000002794       29.833000000000006       
22.983000000000175       29.833000000000006       
23.523000000001048       30.171000000000014       
24.08299999999872        29.833000000000006       
24.95300000000134        30.171000000000014       
26.33299999999872        30.171000000000014       
26.872999999999593       30.171000000000014       
27.61300000000483        30.171000000000014       
28.222999999998137       30.171000000000014       
28.76299999999901        30.171000000000014       
29.323000000003958       29.833000000000006       
29.86300000000483        30.171000000000014       
30.963000000003376       30.171000000000014       
31.472999999998137       29.833000000000006       
32.02300000000105        30.171000000000014       
32.663000000000466       30.171000000000014       
33.36300000000483        29.833000000000006       
34.99399999999878        30.171000000000014       
35.77400000000489        29.833000000000006       
36.35399999999936        29.833000000000006       
36.874000000003434       29.833000000000006       
38.29400000000169        30.171000000000014       
41.16400000000431        30.171000000000014       
41.67399999999907        29.833000000000006       
42.234000000004016       30.171000000000014       
42.76499999999942        30.171000000000014       
43.36500000000524        30.171000000000014       
44.404999999998836       30.171000000000014       
45.595000000001164       29.833000000000006       
46.575000000004366       30.171000000000014       
47.08499999999913        30.171000000000014       
47.69499999999971        30.171000000000014       
48.21500000000378        30.171000000000014       
48.724999999998545       30.171000000000014       
49.24500000000262        29.833000000000006       
50.77599999999802        29.833000000000006       
51.44600000000355        30.171000000000014       
51.986000000004424       30.171000000000014       
52.486000000004424       30.171000000000014       
53.00600000000122        30.171000000000014       
54.07600000000093        29.833000000000006       
55.25600000000122        30.171000000000014       
56.43600000000151        30.171000000000014       
56.89600000000064        30.171000000000014       
57.457000000002154       30.171000000000014       
58.507000000005064       30.171000000000014       
59.067000000002736       29.833000000000006       
59.68699999999808        29.833000000000006       
60.266999999999825       30.171000000000014       
61.02700000000186        30.171000000000014       
61.54699999999866        30.171000000000014       
64.65800000000309        30.171000000000014       
65.48800000000483        30.171000000000014       
66.30800000000454        30.171000000000014       
66.91800000000512        29.833000000000006       
69.24799999999959        30.171000000000014       
69.69800000000396        29.833000000000006       
70.17799999999988        30.171000000000014       
71.17799999999988        30.171000000000014       
71.80800000000454        30.509000000000007       
72.40800000000309        29.833000000000006       
72.98800000000483        30.171000000000014       
73.53800000000047        30.171000000000014       
74.08800000000338        30.171000000000014       
74.64800000000105        30.171000000000014       
75.84799999999814        30.171000000000014       
76.35900000000402        30.171000000000014       
76.97899999999936        30.171000000000014       
77.51900000000023        30.171000000000014       
78.07900000000518        30.171000000000014       
78.63900000000285        30.509000000000007       
80.82900000000518        30.171000000000014       
81.36899999999878        30.171000000000014       
81.9690000000046         30.509000000000007       
82.5089999999982         30.509000000000007       
83.05000000000291        30.171000000000014       
83.51000000000204        30.171000000000014       
84.19000000000233        30.509000000000007       
84.75                    30.171000000000014       
85.56999999999971        30.171000000000014       
86.09000000000378        30.171000000000014       
86.72000000000116        30.171000000000014       
87.27000000000407        30.171000000000014       
87.79000000000087        30.171000000000014       
88.36000000000058        30.171000000000014       
89.22000000000116        30.171000000000014       
89.79000000000087        30.171000000000014       
90.40000000000146        30.171000000000014       
91.06100000000151        30.171000000000014       
92.88100000000122        30.171000000000014       
93.721000000005          30.171000000000014       
94.46100000000297        30.509000000000007       
95.88100000000122        30.171000000000014       
96.58099999999831        30.171000000000014       
97.54200000000128        30.171000000000014       
98.1620000000039         30.171000000000014       
99.12200000000303        30.171000000000014       
100.40200000000186       30.171000000000014       
101.12200000000303       30.171000000000014       
101.85199999999895       30.002000000000002       
102.42199999999866       30.171000000000014       
103.06199999999808       30.171000000000014       
103.6820000000007        30.171000000000014       
104.23200000000361       30.171000000000014       
104.9320000000007        30.171000000000014       
105.58200000000215       30.171000000000014       
106.93300000000454       30.171000000000014       
108.14300000000367       30.171000000000014       
110.16300000000047       30.509000000000007       
110.91300000000047       29.833000000000006       
111.56300000000192       29.833000000000006       
112.12299999999959       30.509000000000007       
112.6730000000025        30.171000000000014       
114.18300000000454       30.171000000000014       
114.87299999999959       30.171000000000014       
115.6929999999993        30.509000000000007       
116.28399999999965       30.509000000000007       
116.8839999999982        30.171000000000014       
118.07400000000052       30.171000000000014       
118.81399999999849       30.509000000000007       
119.48400000000402       30.171000000000014       
120.12400000000343       30.171000000000014       
120.78399999999965       30.171000000000014       
121.51400000000285       30.171000000000014       
121.97400000000198       30.171000000000014       
122.80400000000373       30.171000000000014       
123.48400000000402       30.171000000000014       
124.24399999999878       30.171000000000014       
124.9340000000011        30.171000000000014       
125.82500000000437       30.509000000000007       
126.50500000000466       30.171000000000014       
127.16500000000087       30.171000000000014       
127.88500000000204       30.171000000000014       
128.4449999999997        30.171000000000014       
129.59500000000116       30.171000000000014       
130.11500000000524       30.171000000000014       
130.83499999999913       30.509000000000007       
131.47499999999854       30.171000000000014       
133.00600000000122       30.171000000000014       
133.7260000000024        30.171000000000014       
134.42599999999948       30.509000000000007       
